X,Y
161.05778168371677,2.267212232317107
161.78486884406783,6.543062279023854
160.9184842689635,11.133829849501277
158.69490803192744,14.34638924357201
157.30892321778614,17.569166350700378
158.02743342531775,21.596756109506554
159.68551380388755,25.24064588089069
161.3879243594145,28.78763793772535
163.1423872223223,32.14012272364674
162.66671457565286,36.20656615658824
161.60379091953698,40.484720445960086
160.64167759879203,44.863743293395224
158.24718022613996,48.16545750593402
154.1604464768334,49.604631845143345
149.11191577365838,49.958245496811834
144.54258022504658,50.70923725773997
139.31905086696878,50.904594406432025
134.54078629002117,51.333676592061295
129.61096967679788,51.887636524050066
124.27448658630263,51.90131224662116
119.33070237281544,52.171973610039
114.57576293046502,52.86855683533227
110.15016744245005,53.433445272068376
110.07636385499916,55.53949797984156
114.13179440899597,56.569764103909904
118.82334033323329,57.09039355788611
124.11798267264544,57.158390739615044
128.80310071670635,57.901599023069465
133.8370722107393,58.099462167876894
139.15195598231912,58.16075794157411
143.83272391355,58.9060002464679
148.872236871563,59.09948303511568
154.2156862745098,59.10000000000001
159.55633930661674,59.11169909589972
164.49505398318072,59.656343066182856
169.26495736251442,60.09462382510896
174.59607843137255,60.10000000000001
179.94117647058823,60.10000000000001
185.27534329481108,60.12607322819057
190.09005084230586,60.77890324383313
194.98166825078653,61.0982127009365
200.32156862745097,61.10000000000001
205.66543758676306,61.10366308672201
210.75027070035065,61.493806071873145
215.39422758372314,62.083702774642404
220.66357738231738,62.152054773089375
223.4736794727317,63.59339849990128
219.59934476335502,64.86322736774491
214.78845622417919,65.28265882266984
209.96561909337092,65.90874969728038
205.36632364552452,66.57701372474119
200.24106577217648,66.90347633414731
195.475458072971,67.34793462868163
190.56458389072787,67.90217584980645
185.9154083579817,68.4791139119699
181.60196684855114,69.43028155120462
178.67111551276776,71.58606445129357
177.92917142421555,75.82219577569495
178.72520281129104,80.10166035036191
180.2993200602367,83.65211071874069
178.97999874560472,87.27541820049521
176.53831179004055,90.27842812576344
173.47982539059717,92.59498797871959
170.81968587303075,95.19757178348615
168.64166467960752,98.319358325595
167.0614051011359,101.91500978918174
166.03860451992495,106.2874107391014
164.01779874762957,109.79961692385496
161.21093488665616,112.34412730964732
158.99535014670244,115.3690859460162
157.8748078820619,119.39206908368016
156.62821611814712,123.68676449086706
154.18904478178683,126.70594593873037
151.63347970493786,129.44670747815877
150.08279475996693,133.01579138921232
149.96560887774655,137.9281029769205
151.14351496140284,141.84854471254772
153.3422868082551,145.03343372362863
155.01562169709374,148.6841023584647
156.88675202325987,152.21799013899886
158.63246112072204,155.74881793384867
159.3044802251865,159.79717197835188
157.62694813342097,163.44830096657302
156.09225603436084,167.12274409864995
156.42793071918342,171.42542627604723
157.95597005317933,175.20859661116128
159.82846797471115,178.65967406534912
161.14153426040153,182.78514831885929
161.36681081734125,187.20041396405117
160.24639076204662,191.44416958529717
158.72204293566062,195.27317137773542
156.45062661208357,198.59979426446006
152.06934813033325,199.85055434348558
147.3513213480986,200.375000971369
142.38466283677283,200.89039106449744
137.09043109560005,200.92103540133604
132.47616504729743,201.55685045077354
127.35212793015492,201.89751323471052
122.00899915985013,201.90034315830619
116.94792523460876,202.07688388476038
112.30205258430583,202.83646547581156
108.44719064475171,203.68348704603864
109.84958751209022,205.82652214965591
114.49564365461384,206.44556130379175
119.10941845299139,207.07926004270908
124.40768785406004,207.10060409071076
129.63682059186812,207.30251491623258
134.19756732991584,208.06420182372807
138.63397851091548,208.5573445296004
142.82531834008066,208.16016810834142
